項次,新聞標題,新聞發布日期,正確原文連結,媒體來源,趨勢標籤,新聞摘要
659,自動化時代來臨！貿協董座黃志芳：台日攜手布局AI機器人 - 緯來新聞網,2026-07-16 07:00,https://news.google.com/rss/articles/CBMihgFBVV95cUxOdFhZZllhSFVEU0dqeEl6a3dEeDlEWkRhM3VpSFZvZkNNLW1wcmpXSHZ1MXFpaWloczJoOUhtN2dkT1dKYXFiWkM2NFgtWDVmem9PRzc0elNVZnpZX0NBM3FULXluRTdRVDMyRXRDOS16Yjh6OEtCWTcteVNkQklHWndDdlNLQQ?oc=5,緯來新聞網 (via Google News),智慧製造與工業 AI,自動化時代來臨！貿協董座黃志芳：台日攜手布局AI機器人  緯來新聞網
660,同業還在看成本，為什麼新台商已經在賣「信任」？ - 商周,2026-07-16 07:00,https://news.google.com/rss/articles/CBMiZkFVX3lxTE51bkNtc2lNbU40MlMzNHYzTGxwNlJvTEZEaXlQQlRiSzhpc0p0OXBmbWsxUjF0M2J3WVFiZ0xpbmg4eUxBbFlBX3dzNUxEWm9kR3hDVVNueV8zRHItc3pkaHFqZTV3QQ?oc=5,商周 (via Google News),Enterprise & ROI / 企業應用與效益,同業還在看成本，為什麼新台商已經在賣「信任」？  商周
661,AI 催生機器人新商機 黃志芳：機器人時代正式來臨 - 經濟日報,2026-07-16 07:00,https://news.google.com/rss/articles/CBMiW0FVX3lxTFA4VFJkVHVPdkg3NHNhRTBfUE51NElpazlOQnN2S3JxMHJCdmNLbnhYS21XaXZwdUhxSGhqLXlPQ3VOMGdENGxMRk5zZlFuOXlGb29FRTRFTHE2V2_SAWBBVV95cUxPQXUzekxwVExMREJ1NWVGWTE4VUhXTS0wUkpMQ05QU2xqS0tYdDc3QWxUSzBnZEEtRFp2TE1nTXYtNUM2TFFmQVVzalZvXzM1V3VjR2tCcWtHcFB4X2p2T04?oc=5,經濟日報 (via Google News),Enterprise & ROI / 企業應用與效益,AI 催生機器人新商機 黃志芳：機器人時代正式來臨  經濟日報
662,AI淨零／台塑生醫搶攻廚餘回收鏈精煉生質燃料助攻淨零碳排| 產經 - cna.com.tw,2026-07-16 07:00,https://news.google.com/rss/articles/CBMiXkFVX3lxTE5xZ2Q5bU5NMTVpSWdKQTZpYUxibU9reDA0V3AxeTJ0RDlreGxfOUkxLVY1SFJlYUlVNGIwZWtoVFdhOUVzNnVkS0k1WjhsdWpyMUVCMWowY3Jiem1XaGc?oc=5,cna.com.tw (via Google News),Enterprise & ROI / 企業應用與效益,AI淨零／台塑生醫搶攻廚餘回收鏈精煉生質燃料助攻淨零碳排| 產經  cna.com.tw
663,重要電源客戶德州急擴產 松川不排除再上修資本支出擴充墨西哥廠因應 - news.cnyes.com,2026-07-16 07:00,https://news.google.com/rss/articles/CBMiT0FVX3lxTE9ZWXBkTEV5Q2ZhWGlQYTVvRHo0ZDlscml4RWRQNHRqWGUtU1ZKOW1uRm13cnFDYi15dVJTdEtlV2lEWldyNVZ3OEttTm5jc0E?oc=5,news.cnyes.com (via Google News),Enterprise & ROI / 企業應用與效益,重要電源客戶德州急擴產 松川不排除再上修資本支出擴充墨西哥廠因應  news.cnyes.com
664,世聯倉運領先佈局第五座國際物流中心　攜手喜提達插旗台中工業區 - ETtoday財經雲,2026-07-16 07:00,https://news.google.com/rss/articles/CBMiUkFVX3lxTFBhMzQ3M0wtVlh3OFVBbkJiUlBEOGhWeXlwOTZ1TkJVSFFERGMtcHZiVDBwZnJQRGg4SDhXaGg3c3Z5YU1rTzFNVFdyZ3Fqd2FmdWfSAVBBVV95cUxPWEZzVXh2WkFQSW1HRThuNnNjT0NfZDRva0tSVXliUXMzS2NtUzdxSUF3N3VISkxfcE8td2ExbkhWMXZ4cGxUdlktUGdCV2hpSg?oc=5,ETtoday財經雲 (via Google News),"智慧製造與工業 AI, 供應鏈韌性與物流自動化",世聯倉運領先佈局第五座國際物流中心　攜手喜提達插旗台中工業區  ETtoday財經雲
665,Semiconductor Industry in India: Incentives and Key Players - India Briefing,2026-07-16 07:00,https://news.google.com/rss/articles/CBMi0gFBVV95cUxOQTVRbl9ZR3VpLVZOSUJfTG5yV2dtYzY3MG1WeEZrY3V0T0FoSHQzRzV3ZXptbWtxRHd4T0pCdjFqejdsVE9fTVY2WGRfaWtUR2pCTEE4VEFOOEpCcS1kMWRTZ2lGYnlZVF82YnloY3ZOOTJoQkRsLVZNQ3d5bjNIWXNnWGl2UVpRc3dJSURkSzc5U1FZMi03TUwyaWJhZlRhVmlseTNkbXRfTnhuZ2NJRUY5ZDJTc00tUjY0c0lsSGctMEJTNE9GWW1pcjZhSERsWXc?oc=5,India Briefing (via Google News),"智慧製造與工業 AI, Chips & Hardware / 晶片與算力",Semiconductor Industry in India: Incentives and Key Players  India Briefing
666,"Southeast Asia ‘has not really moved up the value chain’ and risks missing the AI boom, says Standard Chartered’s chief ASEAN economist - Fortune",2026-07-16 07:00,https://news.google.com/rss/articles/CBMimAFBVV95cUxPZjh0amMtT3psSjh0Sk1hSjh4eC1waW9DS1NycGl5RmNKZzZ0Q2ZvRFBfNmQxMnJOUXBRQ3EzOTJEUTBUZVFOQWFRYVpxQ21sUW8tOGl0c2RhR3RacGV4aUpSS0Uwc3VHRWo3NXdfOTluenF0SFMtS2tweVpITXpaSW5vR1NhMThZVWlIVTVic2M3TjM2VVlUdA?oc=5,Fortune (via Google News),Enterprise & ROI / 企業應用與效益,"Southeast Asia ‘has not really moved up the value chain’ and risks missing the AI boom, says Standard Chartered’s chief ASEAN economist  Fortune"
667,"TSMC to invest $100 billion in Arizona, expanding chip manufacturing in America - The American Bazaar",2026-07-16 07:00,https://news.google.com/rss/articles/CBMilwFBVV95cUxPaEpPeVR0NzBwRElMOXRfdnprYUR6NTNVQXFrMkZWUGRURElqMkEtenVtZWFfbWpvMy1VZlRmd0FMampXUXMyN05UbThyM25sVGRoR09XSzVsM3Jvc0dXUFhtLXFoY29ITkdJdnJRN29aaDZTWHF3cGtGcElUb1FPWDBfVGNHaXZjQzg4YndrdW5uX3gzYVJB?oc=5,The American Bazaar (via Google News),"智慧製造與工業 AI, Sovereign AI & Policy / 主權 AI 與法規, Chips & Hardware / 晶片與算力","TSMC to invest $100 billion in Arizona, expanding chip manufacturing in America  The American Bazaar"
668,"If the AI Boom Is So Strong, Why Are Memory Stocks Crashing? - 24/7 Wall St.",2026-07-16 07:00,https://news.google.com/rss/articles/CBMipAFBVV95cUxNLWtuRzRjZjVuVnhJNElMTW1IVkZTVkd6WTBFNzdkdzVuLWxrQzhteXppZEtxSkIyVkRfYmh2a1FVRzdoODJ1UzhTdktJc3QtZGNsSHFBc21EMVpsY19Mcm5sT3dGUkdkbXU0V0hESE5JSmwzTUh3NVM2Qm1JN0c0VWVScnJycGhTTEM4WVJXZkxmQTFraTl3WFJoU3V6SmR5T0FlaQ?oc=5,24/7 Wall St. (via Google News),Enterprise & ROI / 企業應用與效益,"If the AI Boom Is So Strong, Why Are Memory Stocks Crashing?  24/7 Wall St."
669,"James Huang: AI Ignites Robotics Revolution, Taiwan and Japan Join Forces to Seize Trillion-Dollar Opportunities - finance.biggo.com",2026-07-16 07:00,https://news.google.com/rss/articles/CBMidkFVX3lxTE8tLWtseHJCSzUwY3FoT2VlTVZVNlBMYlpscE52ejN1N04ybXgtODRxcGIxY0ktaHdBajU1VWYyVTNZUTd6SFZuUG9heGp2dmZHU3Q0NnRHVF9GNG5TY0owOUpvdjdXWGhHT0M3NGRyYXdSYy05Vnc?oc=5,finance.biggo.com (via Google News),Enterprise & ROI / 企業應用與效益,"James Huang: AI Ignites Robotics Revolution, Taiwan and Japan Join Forces to Seize Trillion-Dollar Opportunities  finance.biggo.com"
670,"Jensen Huang Ignites 'Japan AI' in Tokyo: National AI Factory Set for 2028 Launch, Powered by 27,500 NVIDIA Rubin GPUs - finance.biggo.com",2026-07-16 07:00,https://news.google.com/rss/articles/CBMidkFVX3lxTE9Nd3RFWG5QV3l0a3RtaHJ6aHg4WXZDR080ZkhQWkUwY285Y19TSmFpdXljQS0wUGdqOXJyN1ZiRjNCbWJGRldNSEgzWTlEVzRIRHRZX0dBTGxudEI0LWZPci1kQjVDaUw4bjNMS1h3b2VkS0pKaUE?oc=5,finance.biggo.com (via Google News),"智慧製造與工業 AI, Sovereign AI & Policy / 主權 AI 與法規, Chips & Hardware / 晶片與算力","Jensen Huang Ignites 'Japan AI' in Tokyo: National AI Factory Set for 2028 Launch, Powered by 27,500 NVIDIA Rubin GPUs  finance.biggo.com"
671,ASE Technology vs Lam Research: Which AI Semiconductor Company Is in Focus? - Kalkine Media,2026-07-16 07:00,https://news.google.com/rss/articles/CBMizAFBVV95cUxQZ1BxYzNnWFhzTkJzMTFiZU1NS1pvdzNHckZ4Y3hRTktBZWk4VURhZm45SlNVZ1g2eTQ3NGQyVzFHSWRsbkRVcE93U2k2NlRlM1hwenFfaW5RdW94S3BKaDVLRXNteWkyNEZaZW15VlFJZFA2YnJhLUl5MXlJTnZpNDZYNUJleFNiUnJlZGlFTFZ0VUtTUWlfM20wUEtWbk9Xb1RkemhpbnIweHdfbDlQV2JkMk8wd3hLR21UbEYwdFBrUVFxMHltblhNWlQ?oc=5,Kalkine Media (via Google News),"智慧製造與工業 AI, 研發與創新, Chips & Hardware / 晶片與算力",ASE Technology vs Lam Research: Which AI Semiconductor Company Is in Focus?  Kalkine Media
672,經濟部BIO Asia大秀10項生醫創新科技 智慧再生醫療、AI複刻茶香開創新局 - moea.gov.tw,2026-07-16 07:00,https://news.google.com/rss/articles/CBMijAFBVV95cUxQeHlEc05iX210aHQwNmZKUS16SFpFbzRydW1iXzc5akRJSUNJazdsVDQzeXAyQW4xVXE2V2pnZ1U4UWlPOG5yR0pOTl9UTlEwRTQwVGFTVE1pOFN1Uk9NRU5rSTZCN1UzaG5wbEpYRFdTWlh4VTRmZ3EzdUwtVE1iYjl6Z0EyLWJTN1hCNQ?oc=5,moea.gov.tw (via Google News),研發與創新,經濟部BIO Asia大秀10項生醫創新科技 智慧再生醫療、AI複刻茶香開創新局  moea.gov.tw
673,【北美智權報408期】AI之外的新機會：從WEF十大新興技術看全球產業新風向| 2026 年 7 月 16 日 - 北美智權,2026-07-16 07:00,https://news.google.com/rss/articles/CBMiSEFVX3lxTE9JUS10a0JSTDE5RE9aM3FuOEFXclhQeW1EbE1qVEpJaGhsb3Y5c1hpcm8yUzBqSkdZZnBkaGhrNDRfNGk3ZVhrQQ?oc=5,北美智權 (via Google News),Enterprise & ROI / 企業應用與效益,【北美智權報408期】AI之外的新機會：從WEF十大新興技術看全球產業新風向| 2026 年 7 月 16 日  北美智權
674,2026亞洲生技大展登場 中科攜手10家大廠展現生醫跨域新實力 - 樂聯網,2026-07-16 07:00,https://news.google.com/rss/articles/CBMiS0FVX3lxTFBPeFBmT3M3UHc3M2Y0N3RNNDRwdlJTN1Q0X1B4T0FkNVZUTndkbVBmX1BYOURXQjJZUmozUHNwRDVKbHFqeG1YdzJxQQ?oc=5,樂聯網 (via Google News),Enterprise & ROI / 企業應用與效益,2026亞洲生技大展登場 中科攜手10家大廠展現生醫跨域新實力  樂聯網
675,中科攜10大生醫廠商前進亞洲生技大展 展現跨域創新實力 - 自由財經,2026-07-16 07:00,https://news.google.com/rss/articles/CBMiX0FVX3lxTE9yU1dyajVVZjdpeVVuaVoxYU9wYnpqSkE2aVZpRmtLQUsxSTkxWTZHbmdhS0xOZ3duUGVuSW5qVmY1SUYyZVN4dm1TdkV3U3M1bUZQX0U4X241dUVndEZj?oc=5,自由財經 (via Google News),研發與創新,中科攜10大生醫廠商前進亞洲生技大展 展現跨域創新實力  自由財經
676,港股概念追蹤 | 合作密集落地+巨頭扎堆進場 AI製藥商業化駛入快車道(附概念股) 作者 智通財經 - Investing.com 香港 - 股市報價& 財經新聞,2026-07-16 07:00,https://news.google.com/rss/articles/CBMicEFVX3lxTE9qc1RlbU9QaFRqT0hVS2p6bVo1aFJGa2JuTVZXWjVIeFZFbzJwbTVaYjlheTNGY1JXUWQtNWdRYkNfRnB4Rk4ydXhsTHRnTzRSeTB2cndGTlBpQW5yYnFYYlRVMFlQbVhZTTRxVXp2UTk?oc=5,Investing.com 香港 - 股市報價& 財經新聞 (via Google News),Enterprise & ROI / 企業應用與效益,港股概念追蹤 | 合作密集落地+巨頭扎堆進場 AI製藥商業化駛入快車道(附概念股) 作者 智通財經  Investing.com 香港 - 股市報價& 財經新聞
677,中科攜手10大廠商出擊2026亞洲生技大展 醫材與健康科技創新能量齊發 - 蕃新聞,2026-07-16 07:00,https://news.google.com/rss/articles/CBMiUkFVX3lxTFBZVjdUbVpyaHk2eHBtcUJLdmxkcU5pNURKdEFPTzhqcGtCdVlvVG8xYnJmaDJ4dGUxYV9MejAzSUVJalZCeFpaZ3hNN1VRbVdSQlE?oc=5,蕃新聞 (via Google News),研發與創新,中科攜手10大廠商出擊2026亞洲生技大展 醫材與健康科技創新能量齊發  蕃新聞
678,中科攜手10大廠商亮相2026亞洲生技大展 醫材與健康科技創新能量齊發 - 經濟日報,2026-07-16 07:00,https://news.google.com/rss/articles/CBMiW0FVX3lxTE51WWppTTZka3pYYjBuYnhDbXprZm8waXo4a1JsX3I0X1pCb0UwbUtXckFnZ2RSUXZXUEVPYXk1TzRYSnBGMDlvaFRPaE40WXV4Vk9BTHVDODgwcmfSAWBBVV95cUxPM0RSVDI2QnlpcGJvNUswT2FEaWJtMTVXT1dLTll4R1V3OUFvY1JzN1ZtOExpc1lmLWFUNGR2bGtwNHNaVXpXVlF0NE1aSVlwUlhWODZBaVF5and5X1NpVkY?oc=5,經濟日報 (via Google News),研發與創新,中科攜手10大廠商亮相2026亞洲生技大展 醫材與健康科技創新能量齊發  經濟日報
679,BIO Asia亞洲生技大展登場 中山醫大聚焦五大領域展研發成果 - Life 生活網,2026-07-16 07:00,https://news.google.com/rss/articles/CBMizwJBVV95cUxQejF6b0xHWHk0Y2U1Q2ZSNU5BRUNVb0lOM19TMmMyQ2pUVTV1REx4N0Y0X29vVEV2SXBmWFpMeDZTemVtVkN0azdBOXR3SFlGTVlaRlRZRjJ2ZEdTNWRsTHZONzFpQmtlZHM1bmZPTDJNTnRNTXBQNkIxdGl1MzJpVVRXby15OVJvdXBjR1k5dzc2QjZramxCdzJGVTVYY19HaUh1N2x2Rm5GNWE1NDN1dDJqcTQ3MzRTSGx5OHRubFltQ25SbEhQN1ZXVFg4THo4dlZZaFFoZEx1RmY5aVN5OTgybG9DdG1ETVRzSi1FeFpqcEFwVWZheU5abW45bmhSenRrUG9HbzBSd2tVamJKS19kSE9mdVFlcTZFYU5iandkZ0VSTjVGei04WHpMR1F6UUllTVVSdmhFakJYUjZtdGY4ZmxkNWdueHhOUGoyQQ?oc=5,Life 生活網 (via Google News),研發與創新,BIO Asia亞洲生技大展登場 中山醫大聚焦五大領域展研發成果  Life 生活網
680,2026亞洲生技大展登場 南科攜9家生醫強隊展現跨域整合實力 - Life 生活網,2026-07-16 07:00,https://news.google.com/rss/articles/CBMi7wJBVV95cUxQaUFwdFJHWDZKWTRqRTVjVU14di1DbFp4MkpmT0R0Ynk0TUlEX1EtTGhKTi1heWRpbHIzekt6R0lDbVhmR3dBODZsaVQ4bjk1dWJudjNmZC1ieTM1c1lpVW5FMzAtR21UZkNZNTlIb2ZQd3NVTGhDX25sdlNpOWR4WHd4dkFPNkQyZW5EZS1SQ3ZwY05VbE1IWUMzMldKOFZZTWtOOG5EbzN4eUxFcDVTeUo0amdJa2FBbHA3b1FwTHR5X3RuQ3ZRV3MwVTdGemRlcUJIdTRpbTc3VHk1QUhjQ2tnalRiei01VTl0bXN5cEZMUndZdXhLQmdvbzVwc09kVlYzX3p4SG1WMzIwal95WjJwX3BqWXhodHJKdllBM0p0V21RaE9NbHZfWGRLZFBXSXAzV3pYZ3dxR0RnRTVna09MVlUwZTZ3YTd2NFFMb09Kbm5wRFZ5dnlOYnhYalp0SVZWNVp1SjhMeTRJQVZ3?oc=5,Life 生活網 (via Google News),Enterprise & ROI / 企業應用與效益,2026亞洲生技大展登場 南科攜9家生醫強隊展現跨域整合實力  Life 生活網
681,ASML raises 2026 outlook as AI boom drives demand for chipmaking equipment - New Electronics,2026-07-16 07:00,https://news.google.com/rss/articles/CBMivAFBVV95cUxOdlhnVVJ6bms2RVFmN0RjSXIxMmc5V2pCdnNWYXF5czRkaTBncTlySWdYLUpSeE8tTl91bzVsNWZIUE9JSHlBdWtPWEg5RU5vQzlUWG80U0pOV0lISHpjV1JSc0RrYnhwM3N5bXpwVVEwaWxTLWVURG94bktXOGQ2SWJud043ZHR3V3JoTGlZS2ktNUxNS2o5N0Z5WmxYeW5LWHV2VmptQ0ZRWDdiNVN5N0hyVGx6RVhrU2Y5VQ?oc=5,New Electronics (via Google News),"智慧製造與工業 AI, Chips & Hardware / 晶片與算力",ASML raises 2026 outlook as AI boom drives demand for chipmaking equipment  New Electronics
682,Our approach to bioresilience,2026-07-16 09:30,https://deepmind.google/blog/our-approach-to-bioresilience/,Google DeepMind Blog,Enterprise & ROI / 企業應用與效益,Google DeepMind and Isomorphic Labs are sharing our joint approach to bioresilience and AI models.
683,"Newer Models, Same Advantage",2026-07-16 11:49,https://huggingface.co/blog/Dharma-AI/newer-models-same-advantages,Hugging Face Blog,Enterprise & ROI / 企業應用與效益,
684,AI rivalry shifts from smart models to smart factories - China Daily,2026-07-17 01:35,https://news.google.com/rss/articles/CBMifkFVX3lxTE9YVmpNSVFLeHdYTmlfX0M5ZFVGdFdxTUM5MGVkRTZreDg1dGRsOElOUjV2ZFdIalN4MkJsS2Y3N3g0OG5IN2c1anhGUE84aGp2MWlQU2ZCWGNZY2Y5dnhIWjhDNFc3QzY5bDFqbFoxUWJLcVN1b1JTQ1FZallZQQ?oc=5,China Daily (via Google News),Sovereign AI & Policy / 主權 AI 與法規,AI rivalry shifts from smart models to smart factories  China Daily
685,AI人工智慧眼鏡2026年最新發展：從穿戴裝置躍升為全能個人助理 - 索引新聞,2026-07-17 06:05,https://news.google.com/rss/articles/CBMivAJBVV95cUxNeUR5YzVHRGVlTWZhb19SakZZYllGR2VERm13dlRBMnJsUW9OSkVCX3dNWWZhYXpjMWVURzc0ckVVSXJhQTBpWFdoYXBUYlhrN1dsc0luRkZQZWhtVzRia3REX1pGckpuODZRdV9Bc2ZoRUo0VjBpUWw3dUNIdTVHY1hPMkh2QndvMEVIdS1BbW9pT3BOYTUtUWktNmZvZWMxYlZsaTBPaldLVllNaXM0QlpqcGVLY0tqTzN6QWl1c3ZucDBLRHFWQmZub09mcHRvYnZrXy1GMG13eDdTTE96c3M0LU1EbU9hQzJDakIyNER3eHhKUFFfMU4teVJ4djd3bU8tYkZuWUNfcVZ4bUlYOVBOdVRXcHBYR1FFVDhHQVE2RHhzU2J5UGtTN0ZTcF9DSHM5UzhGMVdNcGsx?oc=5,索引新聞 (via Google News),Enterprise & ROI / 企業應用與效益,AI人工智慧眼鏡2026年最新發展：從穿戴裝置躍升為全能個人助理  索引新聞
686,中國高調打造「全球南方AI同盟」：美國封鎖下的晶片戰新局 - CMoney投資網誌,2026-07-17 07:00,https://news.google.com/rss/articles/CBMijgFBVV95cUxOQ1pvNWR5S2dEZklRd0hSR3BYN2VfUllIazQyUGNSSHdMQ1dzMWlJZUVJaXlpMGRGUnVHeVVEc3NmWk9BNGFya01HTHN5NU5XOE1oQWR2VEJLUzBqSkl1MG1OZTg2YmtVY3RkWjlMTVRTcDg5NnJqcFU3Z1ZRSVM0RE93bmNSQVUtc3daZnFR?oc=5,CMoney投資網誌 (via Google News),"智慧製造與工業 AI, Chips & Hardware / 晶片與算力, Enterprise & ROI / 企業應用與效益",中國高調打造「全球南方AI同盟」：美國封鎖下的晶片戰新局  CMoney投資網誌
687,AI淨零／華碩結盟關渡醫院推動低碳醫療數位轉型| 產經 - 中央社 CNA,2026-07-17 07:00,https://news.google.com/rss/articles/CBMiXkFVX3lxTE01Ny1yUGpaUmdYeXRONmdYTTcyek5ZU3hsS2ZCWGVXUFZWRGhzajY5NXlBSjdjVUU2cnMwRE45cDV2VWlrdU1QbXY5VFNYTzFnNFFDaUx6WUp3bkRYRFE?oc=5,中央社 CNA (via Google News),Enterprise & ROI / 企業應用與效益,AI淨零／華碩結盟關渡醫院推動低碳醫療數位轉型| 產經  中央社 CNA
688,習近平出席WAIC：反對AI領域泛化國家安全概念，早日形成全球治理框架 - 經濟日報,2026-07-17 07:00,https://news.google.com/rss/articles/CBMiWkFVX3lxTFA3NS1NZjJ4OUU1RnplR3VvanBfVkEzRVprUTBOUGVXczZBandaQkEtUFQ1bUpINklORzY3MHIwVTNfUXQxZUU0RURJSUxiVEF5UHp2QXBWX3MzUdIBX0FVX3lxTE50THplYi1uZ2YxcmVtMWdySGJYUXpqcTJmS0kwV2MzeWNFMG9jVlV5LV9nQ2FNczE1bUs3OWFzSlQweEJYRmZhQnlNazJQTUFSTE53QUE1bDBreTBVLVdr?oc=5,經濟日報 (via Google News),Sovereign AI & Policy / 主權 AI 與法規,習近平出席WAIC：反對AI領域泛化國家安全概念，早日形成全球治理框架  經濟日報
689,AI晶片測試升級封測廠地位大躍進日月光、京元電等台廠手握商機力成也來跨界搶市- 日報 - 工商時報,2026-07-17 07:00,https://news.google.com/rss/articles/CBMiX0FVX3lxTFBlNm1lWTM2Q01WNk0zRnRvbWtHTTV1alNrWXJoWGZYVkNVY2EwVXdqV3lGcW15Z2tnWEp0MG10NXRJNlpmT0IwR0wzWkZJWmZVX2hZREtOdG5JUTdtdWRV?oc=5,工商時報 (via Google News),"智慧製造與工業 AI, Chips & Hardware / 晶片與算力",AI晶片測試升級封測廠地位大躍進日月光、京元電等台廠手握商機力成也來跨界搶市- 日報  工商時報
690,29國上海簽署「世界人工智慧合作組織協定」 促進AI全球治理 - udn.com,2026-07-17 07:00,https://news.google.com/rss/articles/CBMiUEFVX3lxTFB4bURwX2RVVXplWGxSZmxXV21KTlNlZ25TbFVPdnFUdmo2SU1GZE95cF9WR1RSV2NOcElLRE1DV2o4ODkySV9LaVBGdnZrZVox0gFWQVVfeXFMT0NNM1h5S3QtaUJWV2k4S2hLWDVvdlhmeWJacG04U1JoR0xmb3V3NUVmQVFycklCNm81clJOdzNDX05kM2xHY2pMYl9OdTJtRGU1VEtmTXc?oc=5,udn.com (via Google News),Enterprise & ROI / 企業應用與效益,29國上海簽署「世界人工智慧合作組織協定」 促進AI全球治理  udn.com
691,"Dow sinks 480 points as AI selloff deepens, chip stocks extend losses - TradingView",2026-07-17 07:00,https://news.google.com/rss/articles/CBMiwgFBVV95cUxOT1dsemVLV2JCb01rb0RRSFBkcVJCLXFUcmxwOUJIVUVUUHJxSFV5R1hJdUE3SC1QdmNkcFJzS2tuY2Ixb3U3RjVacWR1Sl85VWFuUzN0TXp1M2IyVFF1dXVNVVE0ZXZZN0d3VnhRc3BOLTI2OUEwSENFS0hJWmhXc0gtRG1YNnM2SWJhZTBsZmplQkJ2VjRtTFJkYVpJa091VlRuVWFJZFctYy1oWVVQWk1qUTZ2cm92UWd6RmlXSFUxdw?oc=5,TradingView (via Google News),"智慧製造與工業 AI, Chips & Hardware / 晶片與算力","Dow sinks 480 points as AI selloff deepens, chip stocks extend losses  TradingView"
692,"黃仁勳：英偉達將爲日本國家級AI工廠提供動力——27,500塊Rubin GPU將運往日本 - Moomoo",2026-07-17 07:00,https://news.google.com/rss/articles/CBMisAFBVV95cUxNbVJHU3dKcmhMYUNiLTFfdExfMmZ5eWpfd3RkZXpRRUJRR3h1RTlzVjhmYmN0dXlWVUJkRDQ0WmVRUVF0UG4yRWNtY0FmUk9iT3lpNmNmTWxjV3VhR1gxQi1ESWFXUG96Vm5LenJTWEg4LVFQbzdUV1ZrQldsNnZxOFF1eTJLRDNoREtwN1JrLU8yNmV3WXFzVGtzWWdZTTFUYkhUWUVHN1B6Z1F6TG9rcw?oc=5,Moomoo (via Google News),"智慧製造與工業 AI, Chips & Hardware / 晶片與算力","黃仁勳：英偉達將爲日本國家級AI工廠提供動力——27,500塊Rubin GPU將運往日本  Moomoo"
693,圖靈假設一開始就錯了？電腦科學家直言：AI 永遠無法掌握人類的「隱性知識」 - TechNews 科技新報,2026-07-17 07:00,https://news.google.com/rss/articles/CBMijwFBVV95cUxPR2pkTVJ0TThTcEpMMnFiS1NaUkJqVlhHWnBDVnMwNFhTU1YzbC1QMjV1RlBiLWhTRzlULXhxcjB5R1lmQjJHYkhBTGtVeGp3Y1lhaEpQeEV5TW5SVjVvTzNSYndNMEFrTEp0QUdBY1FScmVYVUtYSHdsT3ZyczUtSTZGcFk3V1gxTm5pQ3BQdw?oc=5,TechNews 科技新報 (via Google News),研發與創新,圖靈假設一開始就錯了？電腦科學家直言：AI 永遠無法掌握人類的「隱性知識」  TechNews 科技新報
694,寫Code反超Fable 5！中國AI新創月之暗面發表Kimi K3，性能有望比拚GPT-5.6 Sol？ - 數位時代,2026-07-17 07:00,https://news.google.com/rss/articles/CBMiZkFVX3lxTE92MGltTkZvMWdiam5TeF9tcmJsM0dDb1V2bmdJVmZZNVlkOFF6Q2hJaFp6aWRYSTl0TjVUZEZnampxY0tMbEk0TS1RVWVwRnBqdkdscFUyOGhleTZWOGdRTExSUUJZdw?oc=5,數位時代 (via Google News),LLMs & Reasoning / 大語言模型與推理,寫Code反超Fable 5！中國AI新創月之暗面發表Kimi K3，性能有望比拚GPT-5.6 Sol？  數位時代
695,"Xi offers four observations on AI development, governance - TDM",2026-07-17 07:00,https://news.google.com/rss/articles/CBMimgFBVV95cUxQeGVFU3FXd3ZWTGlmbjFpYVJTQTNqem9MYklNcEJuQW1ldGNvdFlxc3kxTEJ0aVRibnNHZFdxWnlJQkJJakwzc21JYmFRazAzdDdmaXNkSFJLZkEwc1JmYVo0SEc4Z3J3UEFJTi1VdTRNM3gtTXE0VG9OMkFKOFZZSkdyNFJxQnFLaGx3YmdwSmZqcXUzWDRUbW93?oc=5,TDM (via Google News),Sovereign AI & Policy / 主權 AI 與法規,"Xi offers four observations on AI development, governance  TDM"
696,"The White House is dictating access to frontier AI models, shifting power from tech giants, sources say - CNBC",2026-07-17 07:00,https://news.google.com/rss/articles/CBMigAFBVV95cUxNSXNCa1F5OWZBSmxzMzlSblhsY24zVzAzQ3poZm85a3ZzM1VORXcyaF9FbEYtazE3UUhZQ2lwODR4OEE3YmtDVlN3a0dBSV96QVR0SXFwS1VIWFJlRTQ4S0sxUWpEODZNMlp1SzQ3d0FmR08wNWQzSXBTekg3SGp3d9IBhgFBVV95cUxPamJuZ0NySktUZl9VbjUtUUVFWFUwd3ZJZ3pnX2REclpHZ055SmV6cjNMS3h4ZWdGTF9qTnRPekdJZmdWVlZQZ0tTSVJGVzl2R0ZfSXRDUmx6WjNrR1BVa25fejVKejlpSmRxTzAtZFh4cXVfN2p2YjM3NTRxNkw4emxKeURLQQ?oc=5,CNBC (via Google News),Enterprise & ROI / 企業應用與效益,"The White House is dictating access to frontier AI models, shifting power from tech giants, sources say  CNBC"
697,Illinois Enacts AI Safety and Transparency Law for Frontier AI Developers - Wilson Sonsini,2026-07-17 07:00,https://news.google.com/rss/articles/CBMisAFBVV95cUxPRUZZMkpwODNiRnlJN0R4TU1wTVd3RS00NWdMWGppT0xwcklzVGVmNXFkZC1XT1h2SmhGbE9WaHJBOHlwV0N1bXIxZjMxeDBnMHRFOUlVVTNOZGNJWDJSR01oMmVJVFJVYUUxcm14ZTlMVXphdHROM3hFa3lDUi1FMUJGWnk3TmpvTWRST3RkUGd6THRFR0JGTGsxTE5haGw1TGRPMU1kZUswVXV4M0Q1RA?oc=5,Wilson Sonsini (via Google News),Sovereign AI & Policy / 主權 AI 與法規,Illinois Enacts AI Safety and Transparency Law for Frontier AI Developers  Wilson Sonsini
